Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
FDC44,CHUKWUDI049,FDC44_CHUKWUDI049,15.6,Low Fat,0.0,Fruits and Vegetables,279.88,2006,Medium,Cluster 1,Supermarket Type1,5407.96
FDZ12,CHUKWUDI046,FDZ12_CHUKWUDI046,9.17,Low Fat,0.10297881699999999,Baking Goods,362.37,2004,Small,Cluster 1,Supermarket Type1,10736.03
FDK21,CHUKWUDI045,FDK21_CHUKWUDI045,7.905,Low Fat,0.010032624,Snack Foods,620.85,2009,,Cluster 2,Supermarket Type1,1877.56
FDX08,CHUKWUDI045,FDX08_CHUKWUDI045,12.85,Low Fat,0.022649892999999997,Fruits and Vegetables,448.33,2009,,Cluster 2,Supermarket Type1,3157.56
DRD24,CHUKWUDI010,DRD24_CHUKWUDI010,13.85,Low Fat,0.051544658,Soft Drinks,356.29,2005,,Cluster 3,Grocery Store,354.54
NCJ43,CHUKWUDI010,NCJ43_CHUKWUDI010,6.635,Low Fat,0.045308629,Household,432.85,2005,,Cluster 3,Grocery Store,872.2
FDI34,CHUKWUDI045,FDI34_CHUKWUDI045,10.65,Normal Fat,0.08530861099999999,Snack Foods,575.67,2009,,Cluster 2,Supermarket Type1,14397.93
DRF36,CHUKWUDI049,DRF36_CHUKWUDI049,16.1,Low Fat,0.023613955,Soft Drinks,482.21,2006,Medium,Cluster 1,Supermarket Type1,13375.92
FDR37,CHUKWUDI027,FDR37_CHUKWUDI027,,Normal Fat,0.065928735,Breakfast,457.57,1992,Medium,Cluster 3,Supermarket Type3,20523.29
FDD32,CHUKWUDI013,FDD32_CHUKWUDI013,17.7,Normal Fat,0.040897932000000005,Fruits and Vegetables,206.57,1994,High,Cluster 3,Supermarket Type1,1827.62
NCK18,CHUKWUDI035,NCK18_CHUKWUDI035,9.6,Low Fat,0.0,Household,409.8,2011,Small,Cluster 2,Supermarket Type1,10732.7
FDC05,CHUKWUDI018,FDC05_CHUKWUDI018,13.1,Normal Fat,0.09918699199999999,Frozen Foods,496.94,2016,Medium,Cluster 3,Supermarket Type2,7883.07
NCN19,CHUKWUDI017,NCN19_CHUKWUDI017,13.1,Low Fat,0.012167988000000001,Others,475.63,2014,,Cluster 2,Supermarket Type1,10436.42
NCN06,CHUKWUDI017,NCN06_CHUKWUDI017,8.39,Low Fat,0.121178848,Household,412.97,2014,,Cluster 2,Supermarket Type1,6960.94
FDT28,CHUKWUDI045,FDT28_CHUKWUDI045,13.3,Low Fat,0.063695084,Frozen Foods,377.68,2009,,Cluster 2,Supermarket Type1,4514.12
FDI38,CHUKWUDI045,FDI38_CHUKWUDI045,13.35,Normal Fat,0.014656563999999999,Canned,521.41,2009,,Cluster 2,Supermarket Type1,5694.25
FDY55,CHUKWUDI035,FDY55_CHUKWUDI035,16.75,Low Fat,0.08130482900000001,Fruits and Vegetables,646.25,2011,Small,Cluster 2,Supermarket Type1,10279.95
FDE45,CHUKWUDI018,FDE45_CHUKWUDI018,12.1,Low Fat,0.040521714,Fruits and Vegetables,446.25,2016,Medium,Cluster 3,Supermarket Type2,13880.27
FDH10,CHUKWUDI017,FDH10_CHUKWUDI017,21.0,Low Fat,0.049583899,Snack Foods,484.62,2014,,Cluster 2,Supermarket Type1,2906.22
NCS53,CHUKWUDI019,NCS53_CHUKWUDI019,,Low Fat,0.157190017,Health and Hygiene,392.15,1992,Small,Cluster 1,Grocery Store,792.3
FDY25,CHUKWUDI027,FDY25_CHUKWUDI027,,Low Fat,0.033809913,Canned,451.49,1992,Medium,Cluster 3,Supermarket Type3,19920.74
FDR23,CHUKWUDI019,FDR23_CHUKWUDI019,,Low Fat,0.143199389,Breads,439.59,1992,Small,Cluster 1,Grocery Store,882.19
DRF27,CHUKWUDI035,DRF27_CHUKWUDI035,8.93,Low Fat,0.028411898999999997,Dairy,380.84,2011,Small,Cluster 2,Supermarket Type1,5359.69
FDN01,CHUKWUDI019,FDN01_CHUKWUDI019,,Low Fat,0.126760908,Breakfast,442.34,1992,Small,Cluster 1,Grocery Store,882.19
FDR27,CHUKWUDI018,FDR27_CHUKWUDI018,15.1,Normal Fat,0.096491904,Meat,336.24,2016,Medium,Cluster 3,Supermarket Type2,4637.3
FDZ51,CHUKWUDI049,FDZ51_CHUKWUDI049,11.3,Normal Fat,0.054637635,Meat,233.27,2006,Medium,Cluster 1,Supermarket Type1,7616.75
DRN47,CHUKWUDI017,DRN47_CHUKWUDI017,12.1,Low Fat,0.016921927,Hard Drinks,445.92,2014,,Cluster 2,Supermarket Type1,10785.96
FDH56,CHUKWUDI013,FDH56_CHUKWUDI013,9.8,Normal Fat,0.063764099,Fruits and Vegetables,284.62,1994,High,Cluster 3,Supermarket Type1,4344.35
FDN21,CHUKWUDI018,FDN21_CHUKWUDI018,18.6,Low Fat,0.077168705,Snack Foods,401.56,2016,Medium,Cluster 3,Supermarket Type2,4028.09
FDQ40,CHUKWUDI019,FDQ40_CHUKWUDI019,,Normal Fat,0.063079544,Frozen Foods,439.43,1992,Small,Cluster 1,Grocery Store,878.86
FDW12,CHUKWUDI027,FDW12_CHUKWUDI027,,Normal Fat,0.035399923,Baking Goods,361.36,1992,Medium,Cluster 3,Supermarket Type3,10160.11
FDW02,CHUKWUDI019,FDW02_CHUKWUDI019,,Normal Fat,0.066006824,Dairy,315.68,1992,Small,Cluster 1,Grocery Store,625.85
FDF20,CHUKWUDI027,FDF20_CHUKWUDI027,,Low Fat,0.033059299,Fruits and Vegetables,491.19,1992,Medium,Cluster 3,Supermarket Type3,15766.14
NCQ30,CHUKWUDI019,NCQ30_CHUKWUDI019,,Low Fat,0.050901814000000004,Household,301.35,1992,Small,Cluster 1,Grocery Store,913.81
FDF56,CHUKWUDI045,FDF56_CHUKWUDI045,16.7,Normal Fat,0.119704498,Fruits and Vegetables,454.99,2009,,Cluster 2,Supermarket Type1,13582.32
FDU12,CHUKWUDI019,FDU12_CHUKWUDI019,,Normal Fat,0.132630345,Baking Goods,659.64,1992,Small,Cluster 1,Grocery Store,1977.43
NCC31,CHUKWUDI013,NCC31_CHUKWUDI013,8.02,Low Fat,0.0,Household,394.49,1994,High,Cluster 3,Supermarket Type1,4284.42
NCD18,CHUKWUDI027,NCD18_CHUKWUDI027,,Low Fat,0.072317217,Household,575.67,1992,Medium,Cluster 3,Supermarket Type3,20157.1
FDU47,CHUKWUDI018,FDU47_CHUKWUDI018,12.8,Normal Fat,0.114318263,Breads,355.71,2016,Medium,Cluster 3,Supermarket Type2,1053.63
NCW42,CHUKWUDI019,NCW42_CHUKWUDI019,,Low Fat,0.102371638,Household,553.11,1992,Small,Cluster 1,Grocery Store,1657.84
NCA42,CHUKWUDI010,NCA42_CHUKWUDI010,6.965,Low Fat,0.047784475,Household,397.15,2005,,Cluster 3,Grocery Store,792.3
FDU26,CHUKWUDI019,FDU26_CHUKWUDI019,,Normal Fat,0.07462029099999999,Dairy,300.45,1992,Small,Cluster 1,Grocery Store,893.84
FDT59,CHUKWUDI027,FDT59_CHUKWUDI027,,Low Fat,0.01583438,Breads,571.42,1992,Medium,Cluster 3,Supermarket Type3,8062.84
FDH58,CHUKWUDI049,FDH58_CHUKWUDI049,12.3,Low Fat,0.036997103999999996,Snack Foods,289.96,2006,Medium,Cluster 1,Supermarket Type1,5183.25
DRJ11,CHUKWUDI049,DRJ11_CHUKWUDI049,9.5,Low Fat,0.085223447,Hard Drinks,473.22,2006,Medium,Cluster 1,Supermarket Type1,15126.98
FDO57,CHUKWUDI045,FDO57_CHUKWUDI045,20.75,Low Fat,0.108930629,Snack Foods,402.39,2009,,Cluster 2,Supermarket Type1,3610.3
FDX16,CHUKWUDI045,FDX16_CHUKWUDI045,17.85,Low Fat,0.06594351,Frozen Foods,372.76,2009,,Cluster 2,Supermarket Type1,11609.89
FDA26,CHUKWUDI019,FDA26_CHUKWUDI019,,Normal Fat,0.129425145,Dairy,548.37,1992,Small,Cluster 1,Grocery Store,547.62
FDT55,CHUKWUDI035,FDT55_CHUKWUDI035,13.6,Normal Fat,0.043646900999999995,Fruits and Vegetables,389.49,2011,Small,Cluster 2,Supermarket Type1,8678.7
FDU57,CHUKWUDI013,FDU57_CHUKWUDI013,8.27,Normal Fat,0.089479661,Snack Foods,371.68,1994,High,Cluster 3,Supermarket Type1,5266.48
FDW60,CHUKWUDI045,FDW60_CHUKWUDI045,5.44,Normal Fat,0.017096552,Baking Goods,445.34,2009,,Cluster 2,Supermarket Type1,7939.67
DRI39,CHUKWUDI010,DRI39_CHUKWUDI010,13.8,Low Fat,0.162462044,Dairy,139.73,2005,,Cluster 3,Grocery Store,565.93
FDY34,CHUKWUDI019,FDY34_CHUKWUDI019,,Normal Fat,0.019227816000000002,Snack Foods,409.96,1992,Small,Cluster 1,Grocery Store,828.92
FDU13,CHUKWUDI035,FDU13_CHUKWUDI035,8.355,Low Fat,0.187523164,Canned,365.6,2011,Small,Cluster 2,Supermarket Type1,11035.64
FDF14,CHUKWUDI035,FDF14_CHUKWUDI035,7.55,Low Fat,0.027164679,Canned,380.84,2011,Small,Cluster 2,Supermarket Type1,6508.2
FDK52,CHUKWUDI049,FDK52_CHUKWUDI049,18.25,Ultra Low fat,0.07934200599999999,Frozen Foods,565.02,2006,Medium,Cluster 1,Supermarket Type1,4514.12
FDA27,CHUKWUDI017,FDA27_CHUKWUDI017,20.35,Normal Fat,0.031102571000000002,Dairy,643.17,2014,,Cluster 2,Supermarket Type1,5113.34
FDQ45,CHUKWUDI019,FDQ45_CHUKWUDI019,,Normal Fat,0.019114349,Snack Foods,455.4,1992,Small,Cluster 1,Grocery Store,918.8
FDC29,CHUKWUDI018,FDC29_CHUKWUDI018,8.39,Normal Fat,0.024304264,Frozen Foods,285.04,2016,Medium,Cluster 3,Supermarket Type2,3721.82
FDZ01,CHUKWUDI046,FDZ01_CHUKWUDI046,8.975,Normal Fat,0.009058845,Canned,258.5,2004,Small,Cluster 1,Supermarket Type1,6449.94
FDX37,CHUKWUDI013,FDX37_CHUKWUDI013,16.2,Low Fat,0.0,Canned,251.43,1994,High,Cluster 3,Supermarket Type1,3495.45
FDY07,CHUKWUDI010,FDY07_CHUKWUDI010,11.8,Low Fat,0.0,Fruits and Vegetables,116.35,2005,,Cluster 3,Grocery Store,574.25
NCX06,CHUKWUDI027,NCX06_CHUKWUDI027,,Low Fat,0.01561108,Household,456.49,1992,Medium,Cluster 3,Supermarket Type3,12676.83
FDY44,CHUKWUDI018,FDY44_CHUKWUDI018,14.15,Normal Fat,0.024503972000000002,Fruits and Vegetables,487.78,2016,Medium,Cluster 3,Supermarket Type2,2455.14
FDA02,CHUKWUDI049,FDA02_CHUKWUDI049,14.0,Normal Fat,0.02976887,Dairy,363.7,2006,Medium,Cluster 1,Supermarket Type1,3250.77
FDA04,CHUKWUDI045,FDA04_CHUKWUDI045,11.3,Normal Fat,0.066865326,Frozen Foods,650.49,2009,,Cluster 2,Supermarket Type1,7122.4
FDB56,CHUKWUDI046,FDB56_CHUKWUDI046,8.75,Normal Fat,0.07462720099999999,Fruits and Vegetables,469.64,2004,Small,Cluster 1,Supermarket Type1,3285.72
FDQ03,CHUKWUDI035,FDQ03_CHUKWUDI035,15.0,Normal Fat,0.077999504,Meat,595.06,2011,Small,Cluster 2,Supermarket Type1,4740.5
FDN04,CHUKWUDI018,FDN04_CHUKWUDI018,11.8,Normal Fat,0.014144442,Frozen Foods,451.09,2016,Medium,Cluster 3,Supermarket Type2,1338.26
FDB58,CHUKWUDI027,FDB58_CHUKWUDI027,,Normal Fat,0.013431108999999998,Snack Foods,359.29,1992,Medium,Cluster 3,Supermarket Type3,12054.31
NCH42,CHUKWUDI027,NCH42_CHUKWUDI027,,Low Fat,0.036360386,Household,579.0,1992,Medium,Cluster 3,Supermarket Type3,18950.33
FDW39,CHUKWUDI035,FDW39_CHUKWUDI035,6.69,Normal Fat,0.036903419,Meat,437.84,2011,Small,Cluster 2,Supermarket Type1,3087.65
FDI33,CHUKWUDI013,FDI33_CHUKWUDI013,16.5,Low Fat,0.028395167000000002,Snack Foods,229.29,1994,High,Cluster 3,Supermarket Type1,6156.99
FDO20,CHUKWUDI035,FDO20_CHUKWUDI035,12.85,Normal Fat,0.152099033,Fruits and Vegetables,631.6,2011,Small,Cluster 2,Supermarket Type1,8831.84
FDF56,CHUKWUDI035,FDF56_CHUKWUDI035,16.7,Normal Fat,0.119439636,Fruits and Vegetables,455.49,2011,Small,Cluster 2,Supermarket Type1,1810.98
DRC12,CHUKWUDI049,DRC12_CHUKWUDI049,17.85,Low Fat,0.037885682999999996,Soft Drinks,476.05,2006,Medium,Cluster 1,Supermarket Type1,2380.24
FDR08,CHUKWUDI019,FDR08_CHUKWUDI019,,Low Fat,0.06587293599999999,Fruits and Vegetables,282.97,1992,Small,Cluster 1,Grocery Store,277.97
DRE49,CHUKWUDI013,DRE49_CHUKWUDI013,20.75,Low Fat,0.021232317999999997,Soft Drinks,377.76,1994,High,Cluster 3,Supermarket Type1,6072.1
FDF50,CHUKWUDI035,FDF50_CHUKWUDI035,4.905,Low Fat,0.117308165,Canned,489.44,2011,Small,Cluster 2,Supermarket Type1,7390.38
FDX11,CHUKWUDI046,FDX11_CHUKWUDI046,16.0,Normal Fat,0.106752081,Baking Goods,453.66,2004,Small,Cluster 1,Supermarket Type1,2726.45
FDM39,CHUKWUDI027,FDM39_CHUKWUDI027,,Low Fat,0.053211728,Dairy,444.0,1992,Medium,Cluster 3,Supermarket Type3,21044.27
FDQ57,CHUKWUDI049,FDQ57_CHUKWUDI049,7.275,Low Fat,0.027991092999999998,Snack Foods,364.94,2006,Medium,Cluster 1,Supermarket Type1,8788.56
DRE37,CHUKWUDI019,DRE37_CHUKWUDI019,,Low Fat,0.164966345,Soft Drinks,473.72,1992,Small,Cluster 1,Grocery Store,472.72
FDX08,CHUKWUDI019,FDX08_CHUKWUDI019,,Low Fat,0.039576776,Fruits and Vegetables,449.83,1992,Small,Cluster 1,Grocery Store,902.16
FDE36,CHUKWUDI049,FDE36_CHUKWUDI049,5.26,Normal Fat,0.041837331,Baking Goods,404.72,2006,Medium,Cluster 1,Supermarket Type1,12693.48
NCH18,CHUKWUDI027,NCH18_CHUKWUDI027,,Low Fat,0.044444955999999994,Household,613.2,1992,Medium,Cluster 3,Supermarket Type3,25182.22
FDW01,CHUKWUDI027,FDW01_CHUKWUDI027,,Low Fat,0.06375030200000001,Canned,383.67,1992,Medium,Cluster 3,Supermarket Type3,5717.56
DRZ11,CHUKWUDI018,DRZ11_CHUKWUDI018,8.85,Normal Fat,0.113123893,Soft Drinks,306.35,2016,Medium,Cluster 3,Supermarket Type2,4024.76
FDS11,CHUKWUDI017,FDS11_CHUKWUDI017,7.05,Normal Fat,0.05587277,Breads,555.27,2014,,Cluster 2,Supermarket Type1,10066.9
FDD45,CHUKWUDI013,FDD45_CHUKWUDI013,8.615,Low Fat,0.116152226,Fruits and Vegetables,235.36,1994,High,Cluster 3,Supermarket Type1,3781.74
FDX31,CHUKWUDI027,FDX31_CHUKWUDI027,,Normal Fat,0.014753811,Fruits and Vegetables,579.49,1992,Medium,Cluster 3,Supermarket Type3,13437.51
NCM26,CHUKWUDI049,NCM26_CHUKWUDI049,20.5,Ultra Low fat,0.023179181,Others,385.09,2006,Medium,Cluster 1,Supermarket Type1,6125.36
FDR16,CHUKWUDI035,FDR16_CHUKWUDI035,5.845,Normal Fat,0.104998144,Frozen Foods,533.05,2011,Small,Cluster 2,Supermarket Type1,18166.35
NCL54,CHUKWUDI017,NCL54_CHUKWUDI017,12.6,Low Fat,0.083221904,Household,436.26,2014,,Cluster 2,Supermarket Type1,6566.45
FDG08,CHUKWUDI018,FDG08_CHUKWUDI018,13.15,Normal Fat,0.166032929,Fruits and Vegetables,427.19,2016,Medium,Cluster 3,Supermarket Type2,5582.73
NCR41,CHUKWUDI046,NCR41_CHUKWUDI046,17.85,Low Fat,0.018023997,Health and Hygiene,239.77,2004,Small,Cluster 1,Supermarket Type1,5712.56
DRD27,CHUKWUDI013,DRD27_CHUKWUDI013,18.75,Low Fat,0.023820082000000003,Dairy,244.01,1994,High,Cluster 3,Supermarket Type1,3720.16
NCB06,CHUKWUDI027,NCB06_CHUKWUDI027,,Low Fat,0.081933378,Health and Hygiene,403.73,1992,Medium,Cluster 3,Supermarket Type3,15979.2
FDN50,CHUKWUDI049,FDN50_CHUKWUDI049,16.85,Normal Fat,0.026561057000000002,Canned,234.28,2006,Medium,Cluster 1,Supermarket Type1,1165.15
FDT08,CHUKWUDI013,FDT08_CHUKWUDI013,13.65,Ultra Low fat,0.04917754,Fruits and Vegetables,379.51,1994,High,Cluster 3,Supermarket Type1,6741.23
NCY06,CHUKWUDI045,NCY06_CHUKWUDI045,15.25,Low Fat,0.061308889000000005,Household,322.24,2009,,Cluster 2,Supermarket Type1,5872.36
NCJ30,CHUKWUDI018,NCJ30_CHUKWUDI018,5.82,Low Fat,0.080968973,Household,428.45,2016,Medium,Cluster 3,Supermarket Type2,5093.37
FDE51,CHUKWUDI010,FDE51_CHUKWUDI010,5.925,Normal Fat,0.161466534,Dairy,113.77,2005,,Cluster 3,Grocery Store,446.09
FDJ07,CHUKWUDI017,FDJ07_CHUKWUDI017,7.26,Low Fat,0.014505108000000001,Meat,296.04,2014,,Cluster 2,Supermarket Type1,4369.31
FDT58,CHUKWUDI035,FDT58_CHUKWUDI035,9.0,Low Fat,0.085938463,Snack Foods,421.7,2011,Small,Cluster 2,Supermarket Type1,3355.63
FDG16,CHUKWUDI045,FDG16_CHUKWUDI045,15.25,Low Fat,0.089998959,Frozen Foods,537.8,2009,,Cluster 2,Supermarket Type1,5392.98
NCW53,CHUKWUDI018,NCW53_CHUKWUDI018,18.35,Low Fat,0.030619301,Health and Hygiene,485.04,2016,Medium,Cluster 3,Supermarket Type2,7215.61
FDT19,CHUKWUDI027,FDT19_CHUKWUDI027,,Normal Fat,0.144338493,Fruits and Vegetables,430.27,1992,Medium,Cluster 3,Supermarket Type3,10819.25
FDH19,CHUKWUDI035,FDH19_CHUKWUDI035,19.35,Low Fat,0.033082215,Meat,431.43,2011,Small,Cluster 2,Supermarket Type1,12164.17
FDP44,CHUKWUDI013,FDP44_CHUKWUDI013,16.5,Normal Fat,0.07964724,Fruits and Vegetables,253.58,1994,High,Cluster 3,Supermarket Type1,4870.33
FDQ40,CHUKWUDI017,FDQ40_CHUKWUDI017,11.1,Normal Fat,0.03623131,Frozen Foods,437.68,2014,,Cluster 2,Supermarket Type1,8349.13
FDM25,CHUKWUDI035,FDM25_CHUKWUDI035,10.695,Normal Fat,0.060654268,Breakfast,436.93,2011,Small,Cluster 2,Supermarket Type1,8349.13
FDG34,CHUKWUDI010,FDG34_CHUKWUDI010,11.5,Normal Fat,0.062885197,Snack Foods,266.81,2005,,Cluster 3,Grocery Store,1356.57
FDT13,CHUKWUDI035,FDT13_CHUKWUDI035,14.85,Low Fat,0.018568129,Canned,470.55,2011,Small,Cluster 2,Supermarket Type1,7536.86
FDK22,CHUKWUDI027,FDK22_CHUKWUDI027,,Low Fat,0.025960174,Snack Foods,537.21,1992,Medium,Cluster 3,Supermarket Type3,12442.14
FDM09,CHUKWUDI018,FDM09_CHUKWUDI018,11.15,Normal Fat,0.086281593,Snack Foods,426.45,2016,Medium,Cluster 3,Supermarket Type2,3395.58
FDY60,CHUKWUDI017,FDY60_CHUKWUDI017,10.5,Normal Fat,0.026520107,Baking Goods,362.03,2014,,Cluster 2,Supermarket Type1,5392.98
NCT06,CHUKWUDI045,NCT06_CHUKWUDI045,17.1,Low Fat,0.038816115,Household,416.21,2009,,Cluster 2,Supermarket Type1,3315.68
FDU13,CHUKWUDI046,FDU13_CHUKWUDI046,8.355,Low Fat,0.18755862899999998,Canned,370.1,2004,Small,Cluster 1,Supermarket Type1,3678.55
FDR47,CHUKWUDI049,FDR47_CHUKWUDI049,17.85,Low Fat,0.087604647,Breads,492.45,2006,Medium,Cluster 1,Supermarket Type1,3901.59
FDL04,CHUKWUDI046,FDL04_CHUKWUDI046,19.0,Low Fat,0.111923422,Frozen Foods,266.41,2004,Small,Cluster 1,Supermarket Type1,5293.11
NCX06,CHUKWUDI019,NCX06_CHUKWUDI019,,Ultra Low fat,0.02746599,Household,453.99,1992,Small,Cluster 1,Grocery Store,1358.23
FDY39,CHUKWUDI019,FDY39_CHUKWUDI019,,Normal Fat,0.08234117,Meat,464.4,1992,Small,Cluster 1,Grocery Store,3675.22
FDO12,CHUKWUDI017,FDO12_CHUKWUDI017,15.75,Low Fat,0.055241242,Baking Goods,491.36,2014,,Cluster 2,Supermarket Type1,7829.81
FDS10,CHUKWUDI046,FDS10_CHUKWUDI046,19.2,Low Fat,0.035185588,Snack Foods,453.33,2004,Small,Cluster 1,Supermarket Type1,3608.64
NCL53,CHUKWUDI035,NCL53_CHUKWUDI035,7.5,Low Fat,0.036228067,Health and Hygiene,438.01,2011,Small,Cluster 2,Supermarket Type1,11068.93
FDC02,CHUKWUDI035,FDC02_CHUKWUDI035,21.35,Low Fat,0.068809463,Canned,646.32,2011,Small,Cluster 2,Supermarket Type1,13016.39
FDL03,CHUKWUDI017,FDL03_CHUKWUDI017,19.25,Normal Fat,0.027233781000000002,Meat,493.78,2014,,Cluster 2,Supermarket Type1,2455.14
FDN01,CHUKWUDI049,FDN01_CHUKWUDI049,8.895,Low Fat,0.072511335,Breakfast,443.59,2006,Medium,Cluster 1,Supermarket Type1,8821.85
FDX34,CHUKWUDI018,FDX34_CHUKWUDI018,6.195,Low Fat,0.072278769,Snack Foods,301.52,2016,Medium,Cluster 3,Supermarket Type2,4519.12
FDX26,CHUKWUDI017,FDX26_CHUKWUDI017,17.7,Low Fat,0.088305201,Dairy,455.82,2014,,Cluster 2,Supermarket Type1,10489.68
DRL60,CHUKWUDI035,DRL60_CHUKWUDI035,8.52,Low Fat,0.027054243999999998,Soft Drinks,378.92,2011,Small,Cluster 2,Supermarket Type1,8766.92
FDR37,CHUKWUDI045,FDR37_CHUKWUDI045,16.5,Normal Fat,0.066383907,Breakfast,451.07,2009,,Cluster 2,Supermarket Type1,5472.88
FDZ31,CHUKWUDI049,FDZ31_CHUKWUDI049,15.35,Normal Fat,0.0,Fruits and Vegetables,482.63,2006,Medium,Cluster 1,Supermarket Type1,6231.89
FDO24,CHUKWUDI046,FDO24_CHUKWUDI046,11.1,Low Fat,0.176215665,Baking Goods,397.15,2004,Small,Cluster 1,Supermarket Type1,6734.57
DRE49,CHUKWUDI018,DRE49_CHUKWUDI018,20.75,Low Fat,0.021336565,Soft Drinks,384.01,2016,Medium,Cluster 3,Supermarket Type2,3415.55
FDS08,CHUKWUDI027,FDS08_CHUKWUDI027,,Low Fat,0.056685383,Fruits and Vegetables,446.09,1992,Medium,Cluster 3,Supermarket Type3,7939.67
DRA59,CHUKWUDI017,DRA59_CHUKWUDI017,8.27,Normal Fat,0.0,Soft Drinks,458.23,2014,,Cluster 2,Supermarket Type1,6015.5
FDZ16,CHUKWUDI019,FDZ16_CHUKWUDI019,,Normal Fat,0.279886948,Frozen Foods,482.87,1992,Small,Cluster 1,Grocery Store,968.74
FDT45,CHUKWUDI013,FDT45_CHUKWUDI013,15.85,Low Fat,0.0,Snack Foods,137.99,1994,High,Cluster 3,Supermarket Type1,3139.25
FDK22,CHUKWUDI045,FDK22_CHUKWUDI045,9.8,Low Fat,0.026139403999999998,Snack Foods,541.96,2009,,Cluster 2,Supermarket Type1,4868.66
NCC06,CHUKWUDI013,NCC06_CHUKWUDI013,19.0,Low Fat,0.026963908999999998,Household,324.58,1994,High,Cluster 3,Supermarket Type1,8628.77
DRE49,CHUKWUDI027,DRE49_CHUKWUDI027,,Low Fat,0.0,Soft Drinks,384.51,1992,Medium,Cluster 3,Supermarket Type3,19354.81
NCO17,CHUKWUDI046,NCO17_CHUKWUDI046,10.0,Low Fat,0.073379745,Health and Hygiene,295.61,2004,Small,Cluster 1,Supermarket Type1,6891.03
FDX03,CHUKWUDI013,FDX03_CHUKWUDI013,15.85,Normal Fat,0.061045133,Meat,111.94,1994,High,Cluster 3,Supermarket Type1,452.74
FDD38,CHUKWUDI010,FDD38_CHUKWUDI010,16.75,Normal Fat,0.013711273999999999,Canned,250.67,2005,,Cluster 3,Grocery Store,509.34
FDU03,CHUKWUDI017,FDU03_CHUKWUDI017,18.7,Normal Fat,0.09209592400000001,Meat,458.32,2014,,Cluster 2,Supermarket Type1,5016.8
FDZ14,CHUKWUDI046,FDZ14_CHUKWUDI046,7.71,Normal Fat,0.04758869599999999,Dairy,306.19,2004,Small,Cluster 1,Supermarket Type1,1514.7
NCN55,CHUKWUDI017,NCN55_CHUKWUDI017,14.6,Low Fat,0.059827007,Others,598.13,2014,,Cluster 2,Supermarket Type1,9013.27
FDN39,CHUKWUDI017,FDN39_CHUKWUDI017,19.35,Normal Fat,0.06589099799999999,Meat,417.7,2014,,Cluster 2,Supermarket Type1,3775.09
FDJ57,CHUKWUDI045,FDJ57_CHUKWUDI045,7.42,Normal Fat,0.021617397000000003,Seafood,462.65,2009,,Cluster 2,Supermarket Type1,13003.07
FDJ48,CHUKWUDI045,FDJ48_CHUKWUDI045,11.3,Low Fat,0.0,Baking Goods,613.03,2009,,Cluster 2,Supermarket Type1,14203.18
DRE12,CHUKWUDI049,DRE12_CHUKWUDI049,4.59,Low Fat,0.070890602,Soft Drinks,279.22,2006,Medium,Cluster 1,Supermarket Type1,3961.51
FDN12,CHUKWUDI046,FDN12_CHUKWUDI046,15.6,Low Fat,0.081103929,Baking Goods,280.89,2004,Small,Cluster 1,Supermarket Type1,2516.72
FDX07,CHUKWUDI049,FDX07_CHUKWUDI049,19.2,Normal Fat,0.022954443999999997,Fruits and Vegetables,461.24,2006,Medium,Cluster 1,Supermarket Type1,10070.23
FDE17,CHUKWUDI013,FDE17_CHUKWUDI013,20.1,Normal Fat,0.054410179,Frozen Foods,378.34,1994,High,Cluster 3,Supermarket Type1,6801.15
DRI47,CHUKWUDI049,DRI47_CHUKWUDI049,14.7,Low Fat,0.020952705,Hard Drinks,358.78,2006,Medium,Cluster 1,Supermarket Type1,6112.04
FDU20,CHUKWUDI017,FDU20_CHUKWUDI017,19.35,Normal Fat,0.021578923,Fruits and Vegetables,301.27,2014,,Cluster 2,Supermarket Type1,4519.12
NCC06,CHUKWUDI017,NCC06_CHUKWUDI017,19.0,Low Fat,0.027139012999999997,Household,318.33,2014,,Cluster 2,Supermarket Type1,7350.43
FDM25,CHUKWUDI018,FDM25_CHUKWUDI018,10.695,Normal Fat,0.060912865,Breakfast,434.68,2016,Medium,Cluster 3,Supermarket Type2,11425.13
FDT59,CHUKWUDI017,FDT59_CHUKWUDI017,13.65,Low Fat,0.016001434,Breads,576.67,2014,,Cluster 2,Supermarket Type1,4607.34
NCH43,CHUKWUDI017,NCH43_CHUKWUDI017,8.42,Low Fat,0.070968081,Household,539.8,2014,,Cluster 2,Supermarket Type1,4853.68
FDY60,CHUKWUDI046,FDY60_CHUKWUDI046,10.5,Normal Fat,0.0,Baking Goods,358.28,2004,Small,Cluster 1,Supermarket Type1,3595.32
FDT60,CHUKWUDI019,FDT60_CHUKWUDI019,,Low Fat,0.13227533800000002,Baking Goods,309.6,1992,Small,Cluster 1,Grocery Store,309.6
FDI41,CHUKWUDI018,FDI41_CHUKWUDI018,18.5,Normal Fat,0.06251052900000001,Frozen Foods,367.1,2016,Medium,Cluster 3,Supermarket Type2,5149.96
FDM12,CHUKWUDI017,FDM12_CHUKWUDI017,16.7,Normal Fat,0.070312473,Baking Goods,474.05,2014,,Cluster 2,Supermarket Type1,7065.8
